,p,c_approx,epsilon_target,shots,accuracy_error,computation_time,cost
119,"(520.0, 0.262580616, 'TMO', 0.08767123287671233, 28.3)",0.1,0.01,10000,1.4573944353654085,86.97789859771729,88.72677192015577
120,"(520.0, 0.262580616, 'TMO', 0.08767123287671233, 28.3)",0.125,0.01,10000,1.5023545564248373,46.93488883972168,48.73771430743148
121,"(520.0, 0.262580616, 'TMO', 0.08767123287671233, 28.3)",0.15,0.01,10000,1.5967061612691928,88.99275183677673,90.90879923029976
122,"(520.0, 0.262580616, 'TMO', 0.08767123287671233, 28.3)",0.175,0.01,10000,1.6249583347899978,102.21781826019287,104.16776826194086
123,"(520.0, 0.262580616, 'TMO', 0.08767123287671233, 28.3)",0.2,0.01,10000,1.8492129121934582,63.95047426223755,66.1695297568697
124,"(520.0, 0.262580616, 'TMO', 0.08767123287671233, 28.3)",0.225,0.01,10000,2.0237824665503936,92.01421332359314,94.44275228345361
125,"(520.0, 0.262580616, 'TMO', 0.08767123287671233, 28.3)",0.25,0.01,10000,2.152082668716563,96.00411820411682,98.58661740657669
126,"(520.0, 0.262580616, 'TMO', 0.08767123287671233, 28.3)",0.275,0.01,10000,2.3717231233740854,119.80252313613892,122.64859088418783
127,"(520.0, 0.262580616, 'TMO', 0.08767123287671233, 28.3)",0.3,0.01,10000,2.505398464307312,81.61271548271179,84.61919363988056
128,"(520.0, 0.262580616, 'TMO', 0.08767123287671233, 28.3)",0.325,0.01,10000,2.7343170460925244,78.88821005821228,82.16939051352331
129,"(520.0, 0.262580616, 'TMO', 0.08767123287671233, 28.3)",0.35,0.01,10000,3.0467232887810027,113.48796272277832,117.14403066931553
130,"(520.0, 0.262580616, 'TMO', 0.08767123287671233, 28.3)",0.375,0.01,10000,3.2670941788875325,104.34535956382751,108.26587257849255
131,"(520.0, 0.262580616, 'TMO', 0.08767123287671233, 28.3)",0.4,0.01,10000,3.4856013385826508,102.51120972633362,106.6939313326328
132,"(520.0, 0.262580616, 'TMO', 0.08767123287671233, 28.3)",0.425,0.01,10000,3.7682822227279367,81.35429906845093,85.87623773572446
133,"(520.0, 0.262580616, 'TMO', 0.08767123287671233, 28.3)",0.45,0.01,10000,4.110522436526349,109.5731680393219,114.50579496315352
134,"(520.0, 0.262580616, 'TMO', 0.08767123287671233, 28.3)",0.475,0.01,10000,4.451756238679611,91.38667225837708,96.7287797447926
135,"(520.0, 0.262580616, 'TMO', 0.08767123287671233, 28.3)",0.5,0.01,10000,4.793309314034293,117.19798374176025,122.9499549186014
136,"(95.0, 0.300788242, 'XOM', 0.08767123287671233, 16.92)",0.1,0.01,10000,0.22393706356588083,68.64697790145874,68.9157023777378
137,"(95.0, 0.300788242, 'XOM', 0.08767123287671233, 16.92)",0.125,0.01,10000,0.24336046243222853,128.8451759815216,129.13720853644028
138,"(95.0, 0.300788242, 'XOM', 0.08767123287671233, 16.92)",0.15,0.01,10000,0.2833854703119272,113.57380080223083,113.91386336660514
139,"(95.0, 0.300788242, 'XOM', 0.08767123287671233, 16.92)",0.175,0.01,10000,0.24968060749896992,99.66072869300842,99.96034542200718
140,"(95.0, 0.300788242, 'XOM', 0.08767123287671233, 16.92)",0.2,0.01,10000,0.1936293645831384,78.95699763298035,79.1893528704801
141,"(95.0, 0.300788242, 'XOM', 0.08767123287671233, 16.92)",0.225,0.01,10000,0.22930077622625333,109.98034000396729,110.25550093543879
142,"(95.0, 0.300788242, 'XOM', 0.08767123287671233, 16.92)",0.25,0.01,10000,0.1904091921313622,83.382395029068,83.61088605962563
143,"(95.0, 0.300788242, 'XOM', 0.08767123287671233, 16.92)",0.275,0.01,10000,0.1754517514848395,137.61652779579163,137.82706989757344
144,"(95.0, 0.300788242, 'XOM', 0.08767123287671233, 16.92)",0.3,0.01,10000,0.17512763147011512,120.91120791435242,121.12136107211656
145,"(95.0, 0.300788242, 'XOM', 0.08767123287671233, 16.92)",0.325,0.01,10000,0.1504018460239429,78.36208438873291,78.54256660396165
146,"(95.0, 0.300788242, 'XOM', 0.08767123287671233, 16.92)",0.35,0.01,10000,0.12036368737529557,68.57101631164551,68.71545273649586
147,"(95.0, 0.300788242, 'XOM', 0.08767123287671233, 16.92)",0.375,0.01,10000,0.09376850842248885,114.00046133995056,114.11298355005755
148,"(95.0, 0.300788242, 'XOM', 0.08767123287671233, 16.92)",0.4,0.01,10000,0.06511638832294864,99.61431407928467,99.6924537452722
149,"(95.0, 0.300788242, 'XOM', 0.08767123287671233, 16.92)",0.425,0.01,10000,0.04641481761047217,82.07989501953125,82.13559280066382
150,"(95.0, 0.300788242, 'XOM', 0.08767123287671233, 16.92)",0.45,0.01,10000,0.01956808415503275,121.8072259426117,121.83070764359773
151,"(95.0, 0.300788242, 'XOM', 0.08767123287671233, 16.92)",0.475,0.01,10000,0.007949036223649841,103.84720063209534,103.85673947556371
152,"(95.0, 0.300788242, 'XOM', 0.08767123287671233, 16.92)",0.5,0.01,10000,0.04244172324765927,102.02912211418152,102.0800521820787
153,"(490.0, 0.23154455, 'UNH', 0.08767123287671233, 26.38)",0.1,0.01,10000,0.4840726223744056,65.09671378135681,65.6776009282061
154,"(490.0, 0.23154455, 'UNH', 0.08767123287671233, 26.38)",0.125,0.01,10000,0.3260532375596483,71.9508626461029,72.34212653117449
155,"(490.0, 0.23154455, 'UNH', 0.08767123287671233, 26.38)",0.15,0.01,10000,0.5875591206808366,102.09163355827332,102.79670450309033
156,"(490.0, 0.23154455, 'UNH', 0.08767123287671233, 26.38)",0.175,0.01,10000,0.6413867599550827,65.20556807518005,65.97523218712615
157,"(490.0, 0.23154455, 'UNH', 0.08767123287671233, 26.38)",0.2,0.01,10000,0.7766977887095052,105.36185574531555,106.29389309176696
158,"(490.0, 0.23154455, 'UNH', 0.08767123287671233, 26.38)",0.225,0.01,10000,0.8992617687194944,81.22506785392761,82.304181976391
159,"(490.0, 0.23154455, 'UNH', 0.08767123287671233, 26.38)",0.25,0.01,10000,1.0439995724697617,92.94551634788513,94.19831583484884
160,"(490.0, 0.23154455, 'UNH', 0.08767123287671233, 26.38)",0.275,0.01,10000,1.2479694996131627,68.87635445594788,70.37391785548367
161,"(490.0, 0.23154455, 'UNH', 0.08767123287671233, 26.38)",0.3,0.01,10000,1.2887760111725015,69.72901129722595,71.27554251063296
162,"(490.0, 0.23154455, 'UNH', 0.08767123287671233, 26.38)",0.325,0.01,10000,1.5344878679583793,109.33975672721863,111.18114216876869
163,"(490.0, 0.23154455, 'UNH', 0.08767123287671233, 26.38)",0.35,0.01,10000,1.7485082426806748,93.82651829719543,95.92472818841225
164,"(490.0, 0.23154455, 'UNH', 0.08767123287671233, 26.38)",0.375,0.01,10000,1.9171569094728511,73.89752674102783,76.19811503239525
